id,name,host_id,host_is_superhost,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,amenities,price,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
3031670,Uptown *Park & Lake Views* Close to Everything!,6563029,False,4,Hennepin,44.94651,-93.32101,Entire townhouse,Entire home/apt,6,10.0,2.0,"[""Hot water"", ""Dining table"", ""Long term stays allowed"", ""Bed linens"", ""Dishwasher"", ""Indoor fireplace: wood-burning"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Beach access"", ""First aid kit"", ""Refrigerator"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Essentials"", ""Hot water kettle"", ""Cooking basics"", ""Ethernet connection"", ""Blender"", ""Shared patio or balcony"", ""Private entrance"", ""Free street parking"", ""Luggage dropoff allowed"", ""Iron"", ""Portable air conditioning"", ""Dishes and silverware"", ""Toaster"", ""Pets allowed"", ""Wine glasses"", ""Coffee maker"", ""Mini fridge"", ""Microwave"", ""Extra pillows and blankets"", ""Freezer"", ""Lake view"", ""Clothing storage: dresser, closet, and walk-in closet"", ""50\"" HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, Hulu, Netflix"", ""Smoke alarm"", ""Stove"", ""Shared backyard \u2013 Not fully fenced"", ""Heating"", ""Window AC unit"", ""Park view"", ""Barbecue utensils"", ""Outdoor dining area"", ""Lockbox"", ""Cleaning available during stay"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Baking sheet"", ""Waterfront"", ""Self check-in"", ""Books and reading material"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",67.0,True,0,0,20,201,14,4.43,4.0,4.64,4.71,5.0,4.21
3050591,Charming Home Views St Croix River!,15530729,True,1,Washington,45.04254,-92.7985,Entire home,Entire home/apt,14,30.0,6.0,"[""Hot water"", ""Host greets you"", ""Long term stays allowed"", ""Central air conditioning"", ""Dishwasher"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""First aid kit"", ""Free parking on premises"", ""Refrigerator"", ""High chair"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Cooking basics"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Pets allowed"", ""Coffee maker"", ""Microwave"", ""Smoke alarm"", ""Stove"", ""BBQ grill"", ""Heating"", ""Private patio or balcony"", ""TV with standard cable"", ""Baby safety gates"", ""Backyard"", ""Kitchen"", ""Oven"", ""Bathtub"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",754.0,True,24,45,67,296,48,4.92,5.0,4.9,4.85,4.92,4.81
3157497,Guest House Loft on Lake!,16021847,True,1,Wright,45.05812,-94.04837,Entire guesthouse,Entire home/apt,2,10.0,1.0,"[""Hot water"", ""Bed linens"", ""Hangers"", ""Free parking on premises"", ""Outdoor furniture"", ""Essentials"", ""Lake access"", ""Fire pit"", ""Free street parking"", ""Private entrance"", ""Shampoo"", ""Bay view"", ""Dishes and silverware"", ""Breakfast"", ""Hammock"", ""Coffee maker"", ""Mini fridge"", ""Microwave"", ""Extra pillows and blankets"", ""Lake view"", ""Smoke alarm"", ""Air conditioning"", ""BBQ grill"", ""Heating"", ""Board games"", ""Backyard"", ""Waterfront"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",171.0,True,28,51,79,351,150,4.95,4.97,4.99,5.0,4.95,4.81
3160251,Saint Croix River Escape (FLW),4534591,False,1,St. Croix,45.04449,-92.77672,Entire chalet,Entire home/apt,5,20.0,2.0,"[""Hot water"", ""Long term stays allowed"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""TV"", ""Refrigerator"", ""Free parking on premises"", ""Dryer"", ""Essentials"", ""Indoor fireplace"", ""Cooking basics"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Coffee maker"", ""Patio or balcony"", ""Microwave"", ""Smoke alarm"", ""Air conditioning"", ""Stove"", ""BBQ grill"", ""Heating"", ""Lockbox"", ""Security cameras on property"", ""Kitchen"", ""Oven"", ""Waterfront"", ""Self check-in"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",381.0,True,0,0,0,0,33,4.88,4.91,5.0,4.97,4.91,4.85
3192896,Cozy Cape Cod,16183634,False,6,Hennepin,45.0216,-93.31893,Private room in bed and breakfast,Private room,2,10.0,1.0,"[""Hot water"", ""Host greets you"", ""Dining table"", ""Long term stays allowed"", ""Bed linens"", ""Central air conditioning"", ""Dishwasher"", ""Indoor fireplace: wood-burning"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""First aid kit"", ""Free parking on premises"", ""Refrigerator"", ""Fireplace guards"", ""Outdoor furniture"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Sun loungers"", ""Bidet"", ""Hot water kettle"", ""Fire pit"", ""Cooking basics"", ""Blender"", ""Free street parking"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Wine glasses"", ""Body soap"", ""Coffee maker"", ""Mini fridge"", ""Microwave"", ""Extra pillows and blankets"", ""Piano"", ""Freezer"", ""Smoke alarm"", ""Stove"", ""BBQ grill"", ""EV charger"", ""Heating"", ""Beach essentials"", ""Conditioner"", ""Laundromat nearby"", ""Coffee"", ""Smoking allowed"", ""Portable fans"", ""Cleaning products"", ""Barbecue utensils"", ""Outdoor dining area"", ""TV with Roku"", ""Security cameras on property"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Cleaning available during stay"", ""Oven"", ""Baking sheet"", ""Books and reading material"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",96.0,True,0,0,0,266,60,4.78,4.66,4.93,4.88,4.88,4.81
3277237,The Sweet Spot,16567737,True,1,Hennepin,44.93623,-93.25394,Entire home,Entire home/apt,4,10.0,2.0,"[""Hot water"", ""Portable heater"", ""Dining table"", ""Bed linens"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Drying rack for clothing"", ""Shower gel"", ""First aid kit"", ""Clothing storage: dresser and closet"", ""Refrigerator"", ""Outdoor furniture"", ""Fire extinguisher"", ""Essentials"", ""Hot water kettle"", ""Cooking basics"", ""Free street parking"", ""Exercise equipment: yoga mat"", ""Private entrance"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Dishes and silverware"", ""Toaster"", ""Central heating"", ""Wine glasses"", ""Body soap"", ""Coffee maker"", ""Private backyard \u2013 Not fully fenced"", ""Microwave"", ""Extra pillows and blankets"", ""Freezer"", ""Smoke alarm"", ""Stove"", ""Single level home"", ""Beach essentials"", ""Conditioner"", ""Laundromat nearby"", ""Coffee"", ""Board games"", ""Window AC unit"", ""Portable fans"", ""HDTV with Roku"", ""Cleaning products"", ""Room-darkening shades"", ""Outdoor dining area"", ""Kitchen"", ""Oven"", ""Books and reading material"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",89.0,True,4,5,6,8,226,4.94,4.96,4.98,4.98,4.84,4.93
3371518,Minneapolis/St Paul Lake Cabin,1746615,False,1,Ramsey,45.02641,-93.13107,Entire cabin,Entire home/apt,5,10.0,2.0,"[""Hot water"", ""Host greets you"", ""Bed linens"", ""Wifi"", ""Hangers"", ""Beach access"", ""First aid kit"", ""TV"", ""Refrigerator"", ""Fireplace guards"", ""High chair"", ""Free parking on premises"", ""Dryer"", ""Essentials"", ""Indoor fireplace"", ""Cooking basics"", ""Free street parking"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Microwave"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Stove"", ""BBQ grill"", ""Heating"", ""Private patio or balcony"", ""Backyard"", ""Room-darkening shades"", ""Kitchen"", ""Oven"", ""Bathtub"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",175.0,True,22,49,58,306,125,4.93,4.94,4.94,4.93,4.97,4.87
3558820,"Powderhorn Park ""Robin's Nest""",3803914,True,4,Hennepin,44.94528,-93.2542,Private room in home,Private room,2,10.0,1.0,"[""Hot water"", ""Host greets you"", ""Dining table"", ""Bed linens"", ""Dishwasher"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Shower gel"", ""First aid kit"", ""Refrigerator"", ""Outdoor furniture"", ""Ceiling fan"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Hot water kettle"", ""Cooking basics"", ""Free street parking"", ""Lock on bedroom door"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Body soap"", ""Coffee maker"", ""Microwave"", ""Extra pillows and blankets"", ""Freezer"", ""Smoke alarm"", ""Air conditioning"", ""Stove"", ""Heating"", ""Conditioner"", ""Coffee"", ""Backyard"", ""Portable fans"", ""Cleaning products"", ""Room-darkening shades"", ""Kitchen"", ""Clothing storage"", ""Oven"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",38.0,True,28,54,84,359,191,4.69,4.84,4.83,4.81,4.64,4.77
3604782,Private Lower Level Apartment,3288529,False,1,Hennepin,44.93411,-93.23149,Entire guest suite,Entire home/apt,2,10.0,1.0,"[""Hot water"", ""Keypad"", ""Free washer \u2013 In building"", ""Bed linens"", ""Central air conditioning"", ""Long term stays allowed"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Shower gel"", ""TV"", ""Refrigerator"", ""Outdoor furniture"", ""Ceiling fan"", ""Fire extinguisher"", ""Essentials"", ""Hot water kettle"", ""Cooking basics"", ""Coffee maker: drip coffee maker"", ""Free dryer"", ""Iron"", ""Shampoo"", ""Dishes and silverware"", ""Toaster"", ""Central heating"", ""Wine glasses"", ""Body soap"", ""Patio or balcony"", ""Microwave"", ""Extra pillows and blankets"", ""Freezer"", ""Smoke alarm"", ""Stove"", ""Private backyard \u2013 Fully fenced"", ""Laundromat nearby"", ""Coffee"", ""Cleaning products"", ""Outdoor dining area"", ""Lockbox"", ""Kitchen"", ""Free driveway parking on premises \u2013 1 space"", ""Oven"", ""Baking sheet"", ""Bathtub"", ""Self check-in"", ""Clothing storage: closet and dresser"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Portable heater"", ""Carbon monoxide alarm""]",71.0,True,27,48,78,84,55,4.89,4.91,4.95,4.87,4.95,4.85
3705734,Paradise overlooking Cedar Lake,18896308,False,2,Hennepin,44.96402,-93.32548,Private room in home,Private room,2,10.0,1.0,"[""Hot water"", ""Essentials"", ""Indoor fireplace"", ""Bed linens"", ""Wifi"", ""Hangers"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""First aid kit"", ""Air conditioning"", ""Kitchen"", ""TV"", ""Heating"", ""Iron"", ""Washer"", ""Hair dryer"", ""Fire extinguisher"", ""Dryer""]",108.0,True,29,59,89,364,51,4.8,4.78,4.82,4.86,4.92,4.82
3733147,"South Side Charm - Vintage Chic, Private Room",18813167,True,2,Hennepin,44.93301,-93.25176,Private room in home,Private room,1,10.0,1.0,"[""Hot water"", ""Host greets you"", ""Dining table"", ""Long term stays allowed"", ""Bed linens"", ""Dishwasher"", ""Dedicated workspace"", ""Hangers"", ""Drying rack for clothing"", ""First aid kit"", ""Electric stove"", ""Free parking on premises"", ""Outdoor furniture"", ""HDTV with Roku, Netflix"", ""Ceiling fan"", ""Free washer \u2013 In unit"", ""Bikes"", ""Fire extinguisher"", ""Essentials"", ""Sun loungers"", ""Bidet"", ""Hot water kettle"", ""Fire pit"", ""Cooking basics"", ""Blender"", ""Free street parking"", ""Fast wifi \u2013 60 Mbps"", ""Iron"", ""Shampoo"", ""Breakfast"", ""Dishes and silverware"", ""Toaster"", ""Outlet covers"", ""Radiant heating"", ""Wine glasses"", ""Body soap"", ""Mini fridge"", ""Stainless steel oven"", ""Microwave"", ""Extra pillows and blankets"", ""Freezer"", ""Clothing storage: dresser, closet, and walk-in closet"", ""Smoke alarm"", ""Coffee maker: drip coffee maker, french press"", ""Private backyard \u2013 Fully fenced"", ""Record player"", ""Conditioner"", ""Laundromat nearby"", ""Coffee"", ""Sound system"", ""Window AC unit"", ""Portable fans"", ""Cleaning products"", ""Outdoor dining area"", ""Indoor fireplace: electric"", ""Kitchen"", ""Cleaning available during stay"", ""Free dryer \u2013 In unit"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",41.0,True,9,39,69,69,53,4.83,4.87,4.98,4.91,4.85,4.82
3820168,"Lake Phalen Place, on Lake Phalen",15489177,False,9,Ramsey,44.989044189453125,-93.05083465576172,Entire home,Entire home/apt,10,3050.0,5.0,"[""Keypad"", ""Central air conditioning"", ""Wifi"", ""Dedicated workspace"", ""First aid kit"", ""Electric stove"", ""Free parking on premises"", ""Refrigerator"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Essentials"", ""Indoor fireplace: gas"", ""Free street parking"", ""Iron"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Lake view"", ""Smoke alarm"", ""BBQ grill"", ""Heating"", ""Private patio or balcony"", ""Backyard"", ""Outdoor dining area"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""55\"" HDTV with Roku"", ""Oven"", ""Self check-in"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",379.0,True,26,43,53,289,5,5.0,5.0,5.0,5.0,5.0,5.0
3889772,Suite in 113 Year Old Mini-Mansion,8432798,True,7,Hennepin,44.967,-93.29154,Private room in home,Private room,2,10.0,1.0,"[""Hot water"", ""Bed linens"", ""Wifi"", ""Hangers"", ""Refrigerator"", ""Dryer"", ""Essentials"", ""Lock on bedroom door"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Air conditioning"", ""Heating"", ""TV with standard cable"", ""Security cameras on property"", ""Hair dryer"", ""Carbon monoxide alarm""]",99.0,True,17,38,58,144,156,4.98,4.95,4.97,4.99,4.99,4.95
3897562,Ideal Spot in the City. Lovely 3 BD Upper Duplex,20178734,False,3,Hennepin,44.92247,-93.31726,Entire rental unit,Entire home/apt,4,10.0,3.0,"[""Hot water"", ""Keypad"", ""Dining table"", ""Long term stays allowed"", ""Bed linens"", ""Dishwasher"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""First aid kit"", ""Refrigerator"", ""Fireplace guards"", ""Ceiling fan"", ""Dryer"", ""Essentials"", ""Indoor fireplace"", ""Cooking basics"", ""Free street parking"", ""Iron"", ""Washer"", ""Dishes and silverware"", ""Pets allowed"", ""Coffee maker"", ""Microwave"", ""Extra pillows and blankets"", ""Freezer"", ""Smoke alarm"", ""Air conditioning"", ""Stove"", ""Heating"", ""TV with standard cable"", ""Kitchen"", ""Oven"", ""Self check-in"", ""Bathtub"", ""Clothing storage: closet and dresser"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",101.0,True,0,0,7,11,55,4.85,4.89,4.96,4.95,4.93,4.83
3933498,Enjoy Lake Living - 20 Mins from the Twin Cities,8261233,True,3,Washington,45.07374,-92.96036,Entire home,Entire home/apt,12,20.0,4.0,"[""Hot water"", ""60\"" HDTV with Roku"", ""Long term stays allowed"", ""Bed linens"", ""Central air conditioning"", ""Dishwasher"", ""Crib"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""First aid kit"", ""Free parking on premises"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""High chair"", ""Outdoor furniture"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace"", ""Beach view"", ""Window guards"", ""Lake access"", ""Cooking basics"", ""Ethernet connection"", ""Free street parking"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Children\u2019s books and toys"", ""Private backyard \u2013 Not fully fenced"", ""Coffee maker"", ""Microwave"", ""Ski-in/Ski-out"", ""Extra pillows and blankets"", ""Lake view"", ""Smoke alarm"", ""BBQ grill"", ""Heating"", ""Beach essentials"", ""Private patio or balcony"", ""Baby safety gates"", ""Gas stove"", ""Beach access \u2013 Beachfront"", ""Room-darkening shades"", ""Outdoor dining area"", ""Lockbox"", ""Kitchen"", ""Oven"", ""Waterfront"", ""Self check-in"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",121.0,True,24,50,72,320,120,4.74,4.83,4.91,4.89,4.9,4.74
